card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active,client_name,sex,city,city_code,city_zone
high,0,31,5.5,0.07,324.7,yes,no,3,6.0,1,7,Michael Cannon,Male,San Diego,2,11022
high,0,31,4.4,0.04,148.06,yes,no,2,72.0,1,8,Mary Berger,Female,San Francisco,3,11023
high,0,33,3.0,0.38,940.39,yes,no,2,97.0,1,4,Joshua Wilkins,Male,Sacramento,1,11021
high,1,26,2.95,0.13,325.85,no,no,0,24.0,1,5,Nicholas Hall,Male,San Diego,2,11022
high,0,26,1.6,0.02,30.55,yes,no,0,24.0,1,5,Raymond Jefferson,Male,Other,0,11020
high,0,22,2.0,0.12,192.82,no,no,0,8.0,1,8,Brittney Wilson,Female,San Francisco,3,11023
high,0,25,2.85,0.14,324.03,no,yes,1,42.0,1,3,Eric Smith,Male,San Diego,2,11022
high,0,26,2.2,0.05,91.99,no,no,0,42.0,1,8,Ryan Hamilton,Male,Other,0,11020
medium,0,29,3.65,0.09,267.35,no,no,0,24.0,1,17,Steven Williams,Male,San Diego,2,11022
low,9,35,1.7,0.0,0.0,no,no,0,90.0,1,10,Donald Kennedy,Male,Other,0,11020
high,0,57,1.65,0.01,12.25,no,no,0,24.0,1,3,Tracy Barber,Female,Other,0,11020
high,0,52,2.66,0.04,98.58,yes,no,3,228.0,1,0,Adam Hurst,Not Declared,Other,0,11020
medium,0,41,2.75,0.02,43.21,yes,no,1,136.0,0,9,Michael Owens,Male,Other,0,11020
high,0,39,1.56,0.05,60.07,no,no,0,25.0,1,3,Cynthia Mendoza,Female,Other,0,11020
low,1,56,8.0,0.0,0.0,yes,no,0,408.0,1,7,Ricky Richardson,Male,Other,0,11020
high,0,28,2.03,0.11,187.14,yes,no,1,91.0,1,1,Robert Burton,Male,San Francisco,3,11023
high,0,38,4.0,0.01,29.98,yes,no,0,16.0,1,8,Frederick Hernandez,Male,Other,0,11020
high,0,55,6.7,0.08,445.81,yes,no,0,35.0,1,0,Willie Conley,Male,San Diego,2,11022
high,0,29,2.5,0.18,374.05,yes,no,0,70.0,1,9,Sarah Newton,Female,San Diego,2,11022
high,0,19,3.0,0.0,0.0,no,no,0,49.0,1,3,Lori Mcguire,Female,Other,0,11020
high,0,25,3.2,0.05,121.06,no,no,0,4.0,1,6,William Santiago,Male,Other,0,11020
high,0,27,3.18,0.09,240.82,no,no,2,12.0,0,0,Jacqueline Martinez,Female,San Diego,2,11022
high,0,27,3.2,0.03,82.34,yes,no,0,23.0,1,9,Stanley Pratt,Male,Other,0,11020
high,1,26,1.73,0.09,131.52,no,no,0,8.0,1,10,Thomas Smith,Male,Other,0,11020
high,0,25,2.4,0.11,215.74,no,no,0,150.0,1,18,Claire Mclaughlin,Female,San Diego,2,11022
low,1,32,2.25,0.0,0.0,no,no,1,42.0,0,13,Richard Reynolds,Male,Other,0,11020
high,0,43,3.95,0.16,517.21,yes,no,6,3.0,0,0,Heather Thomas,Female,Sacramento,1,11021
high,0,34,3.0,0.01,36.2,no,no,1,30.0,0,2,Anna Anderson,Female,Other,0,11020
high,0,27,2.65,0.07,159.66,no,no,0,8.0,1,0,Nicole Burke,Not Declared,San Francisco,3,11023
low,5,28,2.24,0.0,0.0,no,no,0,72.0,1,11,Mark Dawson,Male,Other,0,11020
high,0,39,4.7,0.06,247.3,yes,no,4,12.0,1,10,William Foster II,Male,San Diego,2,11022
high,0,40,3.48,0.01,21.72,no,no,0,28.0,1,22,William Flynn,Male,Other,0,11020
high,0,23,2.55,0.01,16.25,no,no,1,6.0,1,0,Carla Gallagher,Female,Other,0,11020
high,1,43,2.77,0.04,100.34,yes,no,0,44.0,1,14,Christine Hughes,Female,Other,0,11020
high,0,47,3.11,0.03,64.76,no,no,0,7.0,1,16,Leroy Jimenez,Male,Other,0,11020
high,0,18,1.97,0.06,103.92,no,no,0,64.0,0,1,Russell Schneider,Male,Other,0,11020
high,1,21,1.8,0.19,288.8,no,no,0,192.0,1,8,David Suarez,Male,San Diego,2,11022
low,1,54,9.4,0.0,0.0,yes,no,1,94.0,0,2,Robert Parker,Male,Other,0,11020
high,0,35,5.5,0.01,58.61,no,no,0,36.0,1,2,Mathew Barron,Male,Other,0,11020
low,0,24,1.5,0.0,0.0,no,no,0,18.0,1,0,Jeremy Gutierrez,Not Declared,Other,0,11020
high,0,24,2.7,0.17,387.17,no,no,1,18.0,1,4,Dennis Gonzalez,Male,San Diego,2,11022
high,0,23,2.35,0.07,136.04,no,no,0,25.0,1,9,Ryan Wood,Male,Other,0,11020
high,0,39,4.6,0.03,105.32,no,no,2,4.0,1,1,Pamela Turner,Female,Other,0,11020
high,0,31,11.0,0.01,97.42,no,no,0,12.0,1,0,Melanie Edwards,Not Declared,Other,0,11020
high,0,62,2.65,0.1,229.49,no,no,0,100.0,1,1,Robert Gallegos,Not Declared,San Diego,2,11022
high,1,36,7.35,0.07,436.28,no,no,0,51.0,0,14,Elizabeth Wallace,Female,San Diego,2,11022
high,0,23,3.2,0.02,45.12,no,no,0,14.0,1,0,Michael Mccoy,Male,Other,0,11020
high,0,28,6.2,0.07,355.97,yes,no,0,18.0,1,9,Amy Garcia,Female,San Diego,2,11022
high,1,38,3.27,0.24,650.44,no,no,2,7.0,1,3,Joshua Gardner,Male,Sacramento,1,11021
medium,2,49,3.7,0.14,442.45,no,no,4,216.0,1,11,Anthony Reynolds,Male,San Diego,2,11022
high,0,50,1.75,0.21,310.84,no,no,0,36.0,1,1,Mark Jensen,Male,San Diego,2,11022
low,0,23,2.42,0.0,0.0,no,yes,2,132.0,1,1,Jermaine Barrett,Male,Other,0,11020
low,1,29,2.7,0.0,0.0,no,no,1,347.0,0,1,Vincent Grant,Male,Other,0,11020
high,0,45,3.7,0.14,426.83,no,no,0,24.0,1,2,Matthew Smith,Male,San Diego,2,11022
high,0,31,3.2,0.01,36.25,no,no,1,12.0,1,1,Anthony Mccormick,Male,Other,0,11020
high,0,31,3.1,0.13,337.06,no,no,1,52.0,1,3,Victoria Hernandez,Female,San Diego,2,11022
low,0,37,9.0,0.0,0.0,no,no,0,132.0,1,0,Fernando Simon,Male,Other,0,11020
high,3,27,5.5,0.22,1010.5,no,yes,0,72.0,1,11,Robert Roberts,Male,Sacramento,1,11021
low,0,36,4.1,0.0,0.0,yes,no,2,30.0,1,0,Jermaine Herring,Male,Other,0,11020
high,0,38,3.0,0.23,568.24,yes,no,0,46.0,1,2,Nancy Ryan,Female,Sacramento,1,11021
high,0,25,2.8,0.2,461.92,no,no,0,66.0,1,3,Jenny Bender,Female,San Diego,2,11022
high,0,41,5.1,0.03,140.01,no,no,1,63.0,1,4,Jennifer Cooper,Female,Other,0,11020
high,0,34,7.0,0.04,206.38,no,yes,6,63.0,1,3,Roger Summers,Male,San Diego,2,11022
high,0,24,2.3,0.37,719.51,no,no,0,76.0,1,2,James Mcpherson,Male,Sacramento,1,11021
high,0,32,2.3,0.2,383.31,no,no,1,63.0,1,6,Lee Andrews,Male,San Diego,2,11022
low,1,24,1.9,0.0,0.0,no,no,1,14.0,0,4,Eduardo Willis,Male,Other,0,11020
high,0,23,2.3,0.14,265.65,no,no,0,6.0,1,3,Jeffrey Charles,Not Declared,San Diego,2,11022
low,1,22,1.5,0.0,0.0,no,no,3,14.0,1,4,George Young,Male,Other,0,11020
high,0,26,2.38,0.14,282.73,no,yes,1,114.0,1,1,Alexander Williams,Male,San Diego,2,11022
high,0,30,2.8,0.16,383.57,no,no,0,12.0,1,6,Kathleen Rangel,Female,San Diego,2,11022
high,0,27,2.52,0.24,494.89,no,no,1,100.0,1,3,Jacob Williams,Male,Sacramento,1,11021
high,0,27,2.2,0.01,12.65,no,no,0,60.0,0,2,Calvin Tucker,Male,Other,0,11020
high,0,32,3.2,0.12,317.46,no,no,0,30.0,1,1,Michael Morrison,Male,San Diego,2,11022
high,0,32,3.7,0.0,9.74,no,no,0,86.0,1,8,Fred Moore,Male,Other,0,11020
high,0,46,1.8,0.03,49.42,no,no,1,168.0,1,2,James Baker,Male,Other,0,11020
low,2,47,2.35,0.0,0.0,no,no,0,159.0,1,4,John Barber,Male,Other,0,11020
high,0,22,1.82,0.54,821.82,no,no,0,93.0,1,2,Andrea Huber,Female,Sacramento,1,11021
high,0,42,5.5,0.07,323.95,no,no,0,98.0,1,4,Oscar Watts,Male,San Diego,2,11022
low,12,30,2.6,0.0,0.0,no,no,0,228.0,1,14,Isaiah Coffey,Male,Other,0,11020
high,0,21,2.15,0.27,476.32,no,no,0,30.0,1,0,Katie Drake,Female,Sacramento,1,11021
high,0,36,3.8,0.04,112.99,yes,no,3,77.0,1,4,Paul Alvarado,Male,Other,0,11020
medium,0,37,2.0,0.03,44.46,no,no,1,38.0,0,3,Jennifer Smith,Female,Other,0,11020
high,2,26,2.45,0.12,248.51,no,no,0,5.0,1,15,Tyler Calhoun,Male,San Diego,2,11022
high,1,46,3.5,0.11,319.79,yes,no,1,121.0,0,5,Todd Tyler,Male,San Diego,2,11022
high,0,25,2.8,0.33,758.94,no,no,0,2.0,1,7,Keith Vincent,Male,Sacramento,1,11021
high,1,30,1.99,0.25,412.99,no,no,0,82.0,1,8,Amy Osborn,Female,San Diego,2,11022
low,0,27,2.0,0.0,0.0,no,no,0,48.0,1,0,Autumn Howard,Female,Other,0,11020
high,0,21,2.1,0.08,131.99,yes,no,0,194.0,1,5,Allen Livingston,Male,Other,0,11020
high,0,20,2.79,0.02,52.49,no,no,0,86.0,1,5,Suzanne Young,Female,Other,0,11020
high,0,23,2.32,0.12,225.27,no,no,0,3.0,1,8,Shawn Rodriguez,Male,San Diego,2,11022
high,0,45,4.6,0.08,298.02,no,no,2,72.0,1,5,James Craig DDS,Male,San Diego,2,11022
low,1,26,2.0,0.0,0.0,yes,no,2,60.0,1,7,Leonard Graham,Male,Other,0,11020
high,0,29,3.0,0.07,173.47,no,no,1,60.0,1,1,Olivia Gonzalez,Female,San Francisco,3,11023
high,0,52,3.33,0.03,79.68,yes,no,1,243.0,1,3,Christopher Warren,Male,Other,0,11020
high,0,41,2.48,0.07,138.55,no,no,2,222.0,0,10,William Myers,Male,Other,0,11020
high,0,22,4.3,0.16,565.33,no,no,0,12.0,1,11,Roger Martin,Male,Sacramento,1,11021
low,0,33,1.77,0.0,0.0,no,no,0,102.0,1,1,David Richardson,Male,Other,0,11020
high,1,29,2.45,0.11,220.89,no,no,2,84.0,1,13,Ashley Foster,Female,San Diego,2,11022
high,0,20,1.85,0.34,527.94,yes,no,0,96.0,1,2,Paul Moore,Male,Sacramento,1,11021
high,0,26,2.23,0.06,104.78,no,no,0,12.0,1,1,Samuel Cook,Male,Other,0,11020
low,0,22,2.5,0.0,0.0,no,no,3,30.0,0,0,Eric Howell,Male,Other,0,11020
high,3,32,3.51,0.16,466.35,no,no,0,22.0,1,9,Mary Shaw,Female,San Diego,2,11022
high,0,27,3.29,0.03,88.82,no,no,1,54.0,1,12,Shawn Snyder,Male,Other,0,11020
high,0,28,4.23,0.12,437.13,no,yes,0,30.0,1,5,Yvette Krause,Female,San Diego,2,11022
low,1,36,1.85,0.0,0.0,no,no,2,192.0,1,2,Jeremy Pratt,Male,Other,0,11020
high,0,26,2.2,0.06,114.25,no,no,1,28.0,1,10,Matthew Mcpherson,Male,Other,0,11020
low,0,41,3.5,0.0,0.0,no,no,0,54.0,1,0,Phillip Bryant,Male,Other,0,11020
high,0,23,3.0,0.12,293.04,no,no,0,14.0,1,0,Joel Johnson,Male,San Diego,2,11022
high,0,25,1.8,0.46,683.99,yes,no,0,98.0,1,2,Robert Rich Jr.,Male,Sacramento,1,11021
high,0,25,1.7,0.08,113.1,no,no,1,27.0,1,8,Mario Diaz,Male,Other,0,11020
high,0,29,5.5,0.06,288.36,no,no,2,18.0,1,3,Christopher Lambert,Male,San Diego,2,11022
high,0,40,2.57,0.05,111.68,no,no,0,54.0,1,3,Sarah Adams,Not Declared,Other,0,11020
low,2,59,3.5,0.0,0.0,no,no,0,365.0,0,5,Meghan Jackson,Female,Other,0,11020
high,0,37,2.5,0.07,151.34,no,no,0,15.0,1,2,Brian Perez,Male,San Francisco,3,11023
high,0,30,3.3,0.0,4.58,no,no,1,90.0,1,4,Brandon Rojas,Male,Other,0,11020
high,0,29,2.25,0.11,199.8,no,no,0,36.0,1,0,Mr. David Jones,Male,San Francisco,3,11023
high,1,32,10.0,0.04,308.25,yes,no,3,35.0,1,4,Tim Mills,Male,San Diego,2,11022
high,0,25,2.9,0.08,193.29,no,no,0,2.0,1,0,Joseph Stein,Male,San Francisco,3,11023
low,2,36,2.95,0.0,0.0,no,no,1,72.0,1,3,Michael Edwards,Male,Other,0,11020
low,0,25,1.6,0.0,0.0,no,no,0,93.0,1,0,Kimberly Vazquez,Female,Other,0,11020
high,0,28,3.4,0.02,59.85,no,no,0,207.0,1,4,Gary Williams,Male,Other,0,11020
low,4,22,2.1,0.0,0.0,yes,no,0,209.0,1,10,Joseph Randall,Male,Other,0,11020
high,0,27,3.2,0.12,313.43,no,no,0,24.0,1,2,Matthew Black,Male,San Diego,2,11022
low,0,29,3.5,0.0,0.0,no,no,6,0.0,1,2,Edwin Lloyd,Male,Other,0,11020
high,0,31,2.47,0.09,195.02,no,no,3,94.0,1,2,Mark Chavez,Male,San Francisco,3,11023
high,0,27,2.6,0.08,162.45,no,no,2,60.0,1,6,Stephen Vance,Male,San Francisco,3,11023
low,2,39,4.02,0.0,0.0,no,no,1,84.0,1,4,Katherine West,Female,Other,0,11020
high,0,22,2.1,0.18,314.49,no,no,0,12.0,0,4,Michael Herrera,Male,San Diego,2,11022
high,0,30,1.95,0.18,292.95,no,no,0,50.0,1,10,Jennifer Jarvis,Female,San Diego,2,11022
low,0,34,3.6,0.0,0.0,no,no,4,14.0,1,0,Nicole Mendoza,Female,Other,0,11020
low,2,42,3.7,0.0,0.0,no,no,4,84.0,0,3,Paul Davis,Male,Other,0,11020
high,0,31,3.0,0.21,533.63,no,no,0,7.0,1,1,Kevin Rhodes,Male,Sacramento,1,11021
high,0,32,4.5,0.09,343.65,no,no,0,48.0,1,4,James Taylor,Male,San Diego,2,11022
low,11,24,2.3,0.0,0.0,no,no,0,24.0,1,12,Mr. Steven Carson,Male,Other,0,11020
medium,0,45,3.5,0.14,397.03,yes,no,0,234.0,0,2,James Wilson,Male,San Diego,2,11022
high,0,25,2.1,0.04,71.67,yes,no,0,44.0,1,5,Lawrence Green,Male,Other,0,11020
high,0,40,5.0,0.12,503.55,no,no,0,38.0,1,19,Steven Barr,Male,Sacramento,1,11021
high,0,40,2.45,0.07,142.51,no,no,0,180.0,1,0,Jordan Brown,Male,Other,0,11020
high,0,41,3.5,0.0,8.33,no,no,1,120.0,1,9,Timothy Chambers,Male,Other,0,11020
high,0,24,2.5,0.23,487.48,no,no,0,15.0,0,1,Jorge Holt,Male,Sacramento,1,11021
low,11,30,3.6,0.0,0.0,no,no,0,108.0,1,16,Cheryl Lynch,Female,Other,0,11020
high,0,25,2.66,0.16,352.85,yes,no,0,96.0,1,0,Heather Maddox,Female,San Diego,2,11022
low,0,28,2.5,0.0,0.0,no,no,0,82.0,1,0,Manuel Moore,Male,Other,0,11020
low,0,28,2.0,0.0,0.0,no,no,0,108.0,1,0,Benjamin Stone,Male,Other,0,11020
high,0,25,3.52,0.02,61.17,no,no,0,15.0,1,3,Angela Davis,Not Declared,Other,0,11020
high,1,23,1.88,0.35,553.11,no,no,0,12.0,1,3,Amanda Coffey,Female,Sacramento,1,11021
high,0,21,2.25,0.03,59.09,no,no,0,15.0,1,1,Dustin Cortez,Male,Other,0,11020
high,0,39,1.71,0.09,132.47,no,no,0,72.0,1,0,Elaine Phillips,Female,Other,0,11020
high,0,25,4.0,0.03,89.83,no,no,0,60.0,0,5,Juan Reed,Male,Other,0,11020
high,0,25,2.16,0.02,36.33,no,no,0,38.0,0,2,John Rubio,Not Declared,Other,0,11020
high,2,40,3.3,0.04,108.98,no,no,1,58.0,1,14,Melissa Williams,Female,Other,0,11020
high,0,37,7.0,0.01,64.56,yes,no,3,96.0,1,5,Barry Brown,Male,Other,0,11020
high,0,25,2.1,0.11,192.64,no,no,0,4.0,1,8,Matthew Hutchinson,Male,San Francisco,3,11023
high,0,41,3.0,0.05,131.77,yes,no,0,166.0,1,7,Christopher Williamson,Male,Other,0,11020
high,1,24,3.5,0.07,203.89,no,no,0,60.0,1,11,Emily Harrison,Female,San Diego,2,11022
low,0,22,2.07,0.0,0.0,no,no,0,1.0,1,0,Colin Webster,Male,Other,0,11020
high,0,19,2.8,0.17,390.17,yes,no,0,10.0,0,0,Katherine Smith,Female,San Diego,2,11022
medium,0,57,5.0,0.0,0.0,yes,yes,0,144.0,1,7,Clinton Clark,Male,Other,0,11020
high,0,33,2.19,0.15,270.37,no,no,0,15.0,1,7,Angela Curtis,Female,San Diego,2,11022
low,14,48,2.0,0.0,0.0,yes,no,1,120.0,1,15,William Cole,Male,Other,0,11020
high,1,48,2.7,0.0,0.0,no,yes,0,120.0,1,3,Felicia Brown,Female,Other,0,11020
high,0,28,2.69,0.16,352.17,no,no,1,62.0,0,0,Miguel Lee,Male,San Diego,2,11022
high,1,40,3.73,0.06,179.77,yes,no,1,151.0,1,7,Melissa Jones,Female,San Francisco,3,11023
high,0,32,2.0,0.09,156.09,yes,no,2,8.0,0,2,Ryan Reid,Male,San Francisco,3,11023
high,0,44,4.3,0.02,57.92,yes,no,3,156.0,1,9,Daniel Mason,Male,Other,0,11020
high,0,38,5.5,0.04,205.51,yes,no,4,99.0,1,9,David Smith,Male,San Diego,2,11022
high,0,37,5.92,0.03,149.3,yes,no,2,48.0,1,7,Michael Tyler,Male,San Francisco,3,11023
high,1,44,7.6,0.05,310.74,yes,no,6,207.0,1,11,Janet Ramirez,Female,San Diego,2,11022
high,0,18,2.82,0.04,97.94,no,no,0,2.0,0,1,Heather Harris,Not Declared,Other,0,11020
high,0,24,2.2,0.07,127.12,yes,no,0,229.0,0,1,Charles Ramirez,Male,Other,0,11020
high,0,47,2.66,0.1,220.79,yes,no,0,269.0,1,8,Randy Marshall,Male,San Diego,2,11022
low,3,31,7.5,0.0,0.0,no,no,0,30.0,1,7,Tanner Kelley,Not Declared,Other,0,11020
high,0,33,4.0,0.26,854.78,yes,no,2,42.0,1,4,Megan Cox,Female,Sacramento,1,11021
high,0,31,6.5,0.11,602.92,yes,no,2,12.0,1,6,Joshua Wood,Male,Sacramento,1,11021
medium,0,38,5.6,0.09,436.26,yes,no,4,114.0,0,7,Jesse Cordova,Male,San Diego,2,11022
low,0,19,2.1,0.0,0.0,no,no,0,124.0,1,2,Brittany Johnson,Female,Other,0,11020
high,0,35,4.5,0.02,67.1,yes,no,1,14.0,1,0,Thomas Thompson,Male,Other,0,11020
high,0,29,2.51,0.05,94.27,no,no,1,12.0,0,0,Robert Espinoza,Male,Other,0,11020
high,2,46,10.03,0.01,84.39,yes,no,2,134.0,1,15,Ernest Salinas,Male,Other,0,11020
high,0,19,3.5,0.06,175.44,no,no,1,24.0,1,3,Ronald Scott,Male,San Francisco,3,11023
high,0,22,3.5,0.05,132.13,no,yes,0,8.0,1,3,Jennifer Martinez,Female,Other,0,11020
high,0,24,3.9,0.09,305.84,no,no,2,27.0,1,0,Vincent Hampton,Male,San Diego,2,11022
high,0,18,2.5,0.21,440.69,no,no,0,4.0,0,1,Jeffrey Taylor,Male,San Diego,2,11022
high,0,49,5.2,0.15,634.86,yes,no,1,303.0,1,11,Michael Gonzalez,Male,Sacramento,1,11021
low,0,47,1.5,0.0,0.0,yes,no,0,60.0,1,0,Francisco Fox,Male,Other,0,11020
high,0,49,10.0,0.01,92.44,yes,no,4,218.0,0,12,Crystal Garcia,Female,Other,0,11020
high,0,57,4.1,0.08,286.57,yes,no,3,121.0,1,15,Amanda Wells,Female,San Diego,2,11022
high,0,24,2.2,0.07,121.03,no,no,0,22.0,1,6,Kiara Peterson,Female,Other,0,11020
high,0,26,4.38,0.04,136.12,yes,no,5,24.0,1,6,Matthew Lawson DDS,Male,Other,0,11020
low,5,38,2.49,0.0,0.0,no,no,2,24.0,1,10,Jorge Scott,Male,Other,0,11020
high,1,29,6.6,0.09,510.09,yes,no,0,24.0,1,14,Zachary Williams,Male,Sacramento,1,11021
high,1,30,2.74,0.02,42.31,yes,no,3,76.0,1,8,Benjamin Bautista,Male,Other,0,11020
high,1,58,2.7,0.0,6.42,yes,no,0,252.0,1,8,Jose Burton,Male,Other,0,11020
high,0,38,3.26,0.0,7.08,no,no,4,18.0,1,0,Dakota Russo,Male,Other,0,11020
high,0,45,5.8,0.03,159.73,yes,no,0,118.0,1,6,Dr. Eric Powell,Male,San Francisco,3,11023
high,0,25,2.5,0.06,124.5,no,no,0,6.0,0,0,Katrina Moss,Female,Other,0,11020
high,0,30,3.5,0.35,1028.96,yes,no,0,6.0,0,2,William Torres,Male,Sacramento,1,11021
low,0,80,1.5,0.0,0.0,no,no,0,24.0,1,0,Cassidy Bradley,Female,Other,0,11020
low,0,25,1.75,0.0,0.0,no,no,0,108.0,0,0,Noah Terry,Male,Other,0,11020
low,5,40,4.4,0.0,0.0,yes,no,1,84.0,1,15,Gregory Mathews,Not Declared,Other,0,11020
high,0,42,4.7,0.02,71.96,yes,yes,3,150.0,1,2,Jennifer Williams,Female,Other,0,11020
high,0,49,3.3,0.04,111.62,yes,no,0,252.0,1,0,William Moore,Male,Other,0,11020
high,0,44,5.8,0.08,386.05,yes,no,4,25.0,1,16,Gabriella Green,Female,San Diego,2,11022
low,1,43,5.32,0.0,0.0,yes,no,5,110.0,1,7,Chris Sanchez,Male,Other,0,11020
high,0,25,2.4,0.03,62.51,no,no,0,192.0,1,9,Carrie Thompson,Female,Other,0,11020
high,0,43,3.25,0.06,159.36,yes,no,2,109.0,1,6,Christopher Farrell,Male,San Francisco,3,11023
high,0,24,3.06,0.17,434.88,no,no,0,3.0,1,0,Brandon Castillo,Male,San Diego,2,11022
high,0,39,3.0,0.02,40.33,yes,no,3,14.0,1,9,David Howard,Not Declared,Other,0,11020
high,0,25,2.2,0.02,38.71,yes,no,1,26.0,1,7,Mary Peterson,Female,Other,0,11020
high,0,43,3.0,0.02,57.31,yes,no,1,3.0,1,5,Daniel Richard,Male,Other,0,11020
high,0,46,4.2,0.01,30.45,yes,no,1,216.0,1,27,Christopher Patel,Male,Other,0,11020
high,0,34,2.37,0.05,106.72,yes,no,0,38.0,1,13,Christian Johnson,Male,Other,0,11020
high,1,38,2.52,0.09,181.41,yes,no,0,138.0,1,8,Sarah Dixon,Female,San Francisco,3,11023
high,1,37,5.49,0.16,732.98,yes,no,1,60.0,1,19,James Gonzalez,Male,Sacramento,1,11021
high,0,19,2.98,0.0,0.0,no,no,0,18.0,1,0,Willie Webb,Male,Other,0,11020
low,0,27,3.6,0.0,0.0,no,no,0,18.0,1,2,Amanda Sullivan,Female,Other,0,11020
high,0,39,2.25,0.05,95.53,yes,no,0,240.0,1,7,Aaron Meyer,Male,Other,0,11020
high,0,45,3.22,0.33,896.94,yes,no,5,168.0,0,9,Andre Maldonado,Male,Sacramento,1,11021
high,0,52,5.0,0.02,85.24,yes,no,1,201.0,0,16,Steven Brooks,Male,Other,0,11020
low,3,34,2.67,0.0,0.0,no,no,0,51.0,1,25,Megan Woodward,Female,Other,0,11020
high,0,30,3.75,0.1,298.48,yes,no,1,12.0,1,9,Lee Hudson,Male,San Diego,2,11022
high,0,61,3.75,0.0,0.0,yes,no,0,288.0,1,5,James Wiggins,Male,Other,0,11020
high,0,32,3.7,0.0,11.71,yes,no,2,30.0,1,15,Chris Mullins,Male,Other,0,11020
high,0,38,3.3,0.02,65.82,yes,no,3,188.0,1,19,Michael Anderson,Not Declared,Other,0,11020
high,0,37,7.0,0.15,898.43,yes,no,3,24.0,1,8,Ray Gill,Male,Sacramento,1,11021
high,2,33,3.37,0.18,494.49,no,no,1,66.0,1,15,Justin Odonnell,Not Declared,Sacramento,1,11021
low,0,30,3.12,0.0,0.0,no,no,2,12.0,0,5,Rodney Reyes,Male,Other,0,11020
high,0,42,2.59,0.03,67.54,yes,yes,3,96.0,1,5,Michael Harris,Male,Other,0,11020
high,2,29,2.1,0.07,126.1,yes,no,3,90.0,0,5,Scott Peck,Male,Other,0,11020
high,0,52,3.0,0.04,98.68,yes,no,1,220.0,1,8,Austin Sullivan,Male,Other,0,11020
high,0,29,3.0,0.11,264.97,yes,no,1,51.0,0,11,Richard Patel,Male,San Diego,2,11022
high,0,45,4.4,0.0,17.08,yes,no,3,12.0,1,18,Gary Johnson,Male,Other,0,11020
high,0,30,3.1,0.18,469.25,yes,no,2,40.0,1,15,Jonathan Mendoza,Male,San Diego,2,11022
high,0,30,2.98,0.04,108.3,no,no,3,36.0,1,9,Richard Clark,Male,Other,0,11020
high,0,22,2.8,0.25,590.95,yes,no,1,6.0,1,7,Wendy Morales,Female,Sacramento,1,11021
low,0,37,1.83,0.0,0.0,no,no,2,52.0,1,0,Mike Russo,Male,Other,0,11020
high,0,22,3.29,0.02,48.08,no,no,2,21.0,1,5,Jeffrey Gallegos,Male,Other,0,11020
high,0,29,2.7,0.0,0.0,no,no,0,24.0,1,20,Jonathan Peters,Male,Other,0,11020
high,0,28,3.9,0.04,141.69,yes,no,1,49.0,1,17,Jeremy Tucker DDS,Male,Other,0,11020
low,5,27,1.8,0.0,0.0,no,no,2,34.0,1,7,Walter Freeman,Male,Other,0,11020
high,0,31,3.2,0.04,109.61,no,no,2,17.0,1,0,Ian Clark,Male,Other,0,11020
high,0,32,3.65,0.54,1637.53,yes,no,1,32.0,1,7,Jeffery Howard,Male,Sacramento,1,11021
high,0,30,3.5,0.04,114.56,no,no,5,57.0,1,9,Johnny Schneider,Male,Other,0,11020
high,0,40,4.77,0.0,11.67,yes,no,0,144.0,1,10,Lori Nelson,Female,Other,0,11020
high,0,39,4.2,0.01,22.36,yes,no,0,24.0,1,5,Jose Meyer,Male,Other,0,11020
low,10,43,5.0,0.0,0.0,yes,yes,4,144.0,1,11,Richard Keith,Male,Other,0,11020
high,0,24,2.0,0.05,91.41,yes,yes,1,24.0,0,10,Jonathan Nixon DDS,Male,Other,0,11020
high,0,26,2.6,0.11,239.49,yes,no,0,12.0,1,13,Andre Sanders,Male,San Diego,2,11022
high,0,61,5.0,0.05,190.43,yes,no,2,6.0,0,0,Jon Travis,Male,San Francisco,3,11023
high,0,44,4.0,0.02,66.73,yes,yes,2,120.0,1,12,Vincent Taylor,Male,Other,0,11020
high,0,61,5.37,0.05,221.89,yes,yes,0,12.0,1,0,Heidi King,Female,San Diego,2,11022
high,0,40,2.72,0.2,446.42,no,no,2,36.0,1,14,Joshua Downs,Male,San Diego,2,11022
high,0,20,1.8,0.55,830.28,no,no,0,5.0,0,0,Tyler Stevens,Male,Sacramento,1,11021
high,0,45,4.0,0.03,113.63,yes,no,2,24.0,0,16,George Graves,Male,Other,0,11020
high,0,26,2.1,0.0,0.0,no,no,2,30.0,1,18,Brandon Bush,Male,Other,0,11020
low,0,33,2.55,0.0,0.0,no,no,3,36.0,1,0,Charles Howard,Male,Other,0,11020
high,0,30,2.5,0.06,127.37,yes,no,1,24.0,1,23,Matthew Hernandez,Male,Other,0,11020
high,0,23,2.0,0.1,166.9,no,no,0,5.0,1,0,Larry Wagner,Male,San Francisco,3,11023
high,0,34,3.0,0.13,315.94,no,no,6,12.0,0,16,Christopher Myers,Male,San Diego,2,11022
high,0,38,2.6,0.08,171.86,yes,no,0,51.0,1,9,Jesus Lee,Male,San Francisco,3,11023
high,1,35,2.4,0.02,46.61,no,yes,1,37.0,1,13,Courtney Dominguez PhD,Female,Other,0,11020
high,0,36,4.0,0.09,306.47,yes,no,0,12.0,1,11,Scott Schmidt,Male,San Diego,2,11022
